"player_name","player_dob","player_url","player_position","tm_surname","tm_yob"
"Ante Palaversa",2000-04-06,"https://www.transfermarkt.com/ante-palaversa/profil/spieler/371003","Central Midfield","Palaversa",2000
"Ante Rebic",1993-09-21,"https://www.transfermarkt.com/ante-rebic/profil/spieler/187587","Left Winger","Rebic",1993
"Anthony Caci",1997-07-01,"https://www.transfermarkt.com/anthony-caci/profil/spieler/453016","Left-Back","Caci",1997
"Anthony Elanga",2002-04-27,"https://www.transfermarkt.com/anthony-elanga/profil/spieler/583189","Left Winger","Elanga",2002
"Anthony Gordon",2001-02-24,"https://www.transfermarkt.com/anthony-gordon/profil/spieler/503733","Left Winger","Gordon",2001
"Anthony Jung",1991-11-03,"https://www.transfermarkt.com/anthony-jung/profil/spieler/58995","Left-Back","Jung",1991
"Anthony Lopes",1990-10-01,"https://www.transfermarkt.com/anthony-lopes/profil/spieler/60561","Goalkeeper","Lopes",1990
"Anthony Losilla",1986-03-10,"https://www.transfermarkt.com/anthony-losilla/profil/spieler/111266","Defensive Midfield","Losilla",1986
"Anthony Lozano",1993-04-25,"https://www.transfermarkt.com/anthony-lozano/profil/spieler/131275","Centre-Forward","Lozano",1993
"Anthony Martial",1995-12-05,"https://www.transfermarkt.com/anthony-martial/profil/spieler/182877","Centre-Forward","Martial",1995
"Anthony Modeste",1988-04-14,"https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512","Centre-Forward","Modeste",1988
"Anthony Rouault",2001-05-29,"https://www.transfermarkt.com/anthony-rouault/profil/spieler/690799","Centre-Back","Rouault",2001
"Antoine Griezmann",1991-03-21,"https://www.transfermarkt.com/antoine-griezmann/profil/spieler/125781","Second Striker","Griezmann",1991
"Antoine Mendy",2004-05-27,"https://www.transfermarkt.com/antoine-mendy/profil/spieler/891998","Right-Back","Mendy",2004
"Antoine Semenyo",2000-01-07,"https://www.transfermarkt.com/antoine-semenyo/profil/spieler/583255","Centre-Forward","Semenyo",2000
"Anton Stach",1998-11-15,"https://www.transfermarkt.com/anton-stach/profil/spieler/344069","Defensive Midfield","Stach",1998
"Antonee Robinson",1997-08-08,"https://www.transfermarkt.com/antonee-robinson/profil/spieler/349701","Left-Back","Robinson",1997
"Antonin Barak",1994-12-03,"https://www.transfermarkt.com/antonin-barak/profil/spieler/272261","Attacking Midfield","Barak",1994
"Antonino Gallo",2000-01-05,"https://www.transfermarkt.com/antonino-gallo/profil/spieler/392516","Left-Back","Gallo",2000
"Antonio Candreva",1987-02-28,"https://www.transfermarkt.com/antonio-candreva/profil/spieler/25488","Right Midfield","Candreva",1987
"Antonio Mirante",1983-07-08,"https://www.transfermarkt.com/antonio-mirante/profil/spieler/22141","Goalkeeper","Mirante",1983
"Antonio Pio Iervolino",2003-05-23,"https://www.transfermarkt.com/antonio-pio-iervolino/profil/spieler/704347","Central Midfield","Iervolino",2003
"Antonio Raíllo",1991-10-08,"https://www.transfermarkt.com/antonio-raillo/profil/spieler/278296","Centre-Back","Raíllo",1991
"Antonio Raimondo",2004-03-18,"https://www.transfermarkt.com/antonio-raimondo/profil/spieler/818888","Centre-Forward","Raimondo",2004
"Antonio Rüdiger",1993-03-03,"https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202","Centre-Back","Rüdiger",1993
"Antonio Sanabria",1996-03-04,"https://www.transfermarkt.com/antonio-sanabria/profil/spieler/234523","Centre-Forward","Sanabria",1996
"Antonio Sánchez",1997-04-22,"https://www.transfermarkt.com/antonio-sanchez/profil/spieler/513031","Central Midfield","Sánchez",1997
"Antonios Papadopoulos",1999-09-10,"https://www.transfermarkt.com/antonios-papadopoulos/profil/spieler/482573","Centre-Back","Papadopoulos",1999
"Antonis Aidonis",2001-05-22,"https://www.transfermarkt.com/antonis-aidonis/profil/spieler/405674","Centre-Back","Aidonis",2001
"Antony",2000-02-24,"https://www.transfermarkt.com/antony/profil/spieler/602105","Right Winger","Antony",2000
"Anuar",1995-01-15,"https://www.transfermarkt.com/anuar/profil/spieler/327126","Central Midfield","Anuar",1995
"Arbër Zeneli",1995-02-25,"https://www.transfermarkt.com/arber-zeneli/profil/spieler/222876","Left Winger","Zeneli",1995
"Ardian Ismajli",1996-09-30,"https://www.transfermarkt.com/ardian-ismajli/profil/spieler/435228","Centre-Back","Ismajli",1996
"Aridane Hernández",1989-03-23,"https://www.transfermarkt.com/aridane-hernandez/profil/spieler/82503","Centre-Back","Hernández",1989
"Arijon Ibrahimovic",2005-12-11,"https://www.transfermarkt.com/arijon-ibrahimovic/profil/spieler/744728","Attacking Midfield","Ibrahimovic",2005
"Aritz Elustondo",1994-03-28,"https://www.transfermarkt.com/aritz-elustondo/profil/spieler/229804","Centre-Back","Elustondo",1994
"Arkadiusz Milik",1994-02-28,"https://www.transfermarkt.com/arkadiusz-milik/profil/spieler/191891","Centre-Forward","Milik",1994
"Arkadiusz Reca",1995-06-17,"https://www.transfermarkt.com/arkadiusz-reca/profil/spieler/268178","Left-Back","Reca",1995
"Armand Laurienté",1998-12-04,"https://www.transfermarkt.com/armand-lauriente/profil/spieler/579930","Left Winger","Laurienté",1998
"Armando Broja",2001-09-10,"https://www.transfermarkt.com/armando-broja/profil/spieler/571743","Centre-Forward","Broja",2001
"Armando Izzo",1992-03-02,"https://www.transfermarkt.com/armando-izzo/profil/spieler/32113","Centre-Back","Izzo",1992
"Armel Bella-Kotchap",2001-12-11,"https://www.transfermarkt.com/armel-bella-kotchap/profil/spieler/467563","Centre-Back","Bella-Kotchap",2001
"Arnau Martínez",2003-04-25,"https://www.transfermarkt.com/arnau-martinez/profil/spieler/826224","Right-Back","Martínez",2003
"Arnau Puigmal",2001-01-10,"https://www.transfermarkt.com/arnau-puigmal/profil/spieler/536030","Central Midfield","Puigmal",2001
"Arnau Tenas",2001-05-30,"https://www.transfermarkt.com/arnau-tenas/profil/spieler/466783","Goalkeeper","Tenas",2001
"Arnaud Kalimuendo",2002-01-20,"https://www.transfermarkt.com/arnaud-kalimuendo/profil/spieler/585959","Centre-Forward","Kalimuendo",2002
"Arnaud Nordin",1998-06-17,"https://www.transfermarkt.com/arnaud-nordin/profil/spieler/324811","Right Winger","Nordin",1998
"Arnaut Danjuma",1997-01-31,"https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861","Left Winger","Danjuma",1997
"Arne Engels",2003-09-08,"https://www.transfermarkt.com/arne-engels/profil/spieler/565435","Central Midfield","Engels",2003
"Arne Maier",1999-01-08,"https://www.transfermarkt.com/arne-maier/profil/spieler/296397","Central Midfield","Maier",1999
"Arthur Cabral",1998-04-25,"https://www.transfermarkt.com/arthur-cabral/profil/spieler/390638","Centre-Forward","Cabral",1998
"Arthur Melo",1996-08-12,"https://www.transfermarkt.com/arthur-melo/profil/spieler/362842","Central Midfield","Melo",1996
"Arthur Theate",2000-05-25,"https://www.transfermarkt.com/arthur-theate/profil/spieler/368891","Centre-Back","Theate",2000
"Ashley Young",1985-07-09,"https://www.transfermarkt.com/ashley-young/profil/spieler/14086","Right-Back","Young",1985
"Asier Illarramendi",1990-03-08,"https://www.transfermarkt.com/asier-illarramendi/profil/spieler/59344","Defensive Midfield","Illarramendi",1990
"Asmir Begovic",1987-06-20,"https://www.transfermarkt.com/asmir-begovic/profil/spieler/33873","Goalkeeper","Begovic",1987
"Assan Ceesay",1994-03-17,"https://www.transfermarkt.com/assan-ceesay/profil/spieler/388382","Centre-Forward","Ceesay",1994
"Aster Vranckx",2002-10-04,"https://www.transfermarkt.com/aster-vranckx/profil/spieler/503881","Central Midfield","Vranckx",2002
"Atakan Karazor",1996-10-13,"https://www.transfermarkt.com/atakan-karazor/profil/spieler/232320","Defensive Midfield","Karazor",1996
"Augusto Solari",1992-01-03,"https://www.transfermarkt.com/augusto-solari/profil/spieler/282694","Right Winger","Solari",1992
"Aurélien Tchouaméni",2000-01-27,"https://www.transfermarkt.com/aurelien-tchouameni/profil/spieler/413112","Defensive Midfield","Tchouaméni",2000
"Aurélio Buta",1997-02-10,"https://www.transfermarkt.com/aurelio-buta/profil/spieler/258039","Right-Back","Buta",1997
"Axel Disasi",1998-03-11,"https://www.transfermarkt.com/axel-disasi/profil/spieler/386047","Centre-Back","Disasi",1998
"Axel Guessand",2004-11-06,"https://www.transfermarkt.com/axel-guessand/profil/spieler/925584","Centre-Back","Guessand",2004
"Axel Werner",1996-02-28,"https://www.transfermarkt.com/axel-werner/profil/spieler/236734","Goalkeeper","Werner",1996
"Axel Witsel",1989-01-12,"https://www.transfermarkt.com/axel-witsel/profil/spieler/35047","Defensive Midfield","Witsel",1989
"Ayman Azhil",2001-04-10,"https://www.transfermarkt.com/ayman-azhil/profil/spieler/452068","Defensive Midfield","Azhil",2001
"Ayman Kari",2004-11-19,"https://www.transfermarkt.com/ayman-kari/profil/spieler/810093","Central Midfield","Kari",2004
"Aymen Barkok",1998-05-21,"https://www.transfermarkt.com/aymen-barkok/profil/spieler/315332","Central Midfield","Barkok",1998
"Aymeric Laporte",1994-05-27,"https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","Centre-Back","Laporte",1994
"Ayoub Amraoui",2004-05-14,"https://www.transfermarkt.com/ayoub-amraoui/profil/spieler/860051","Left-Back","Amraoui",2004
"Ayoze Pérez",1993-07-29,"https://www.transfermarkt.com/ayoze-perez/profil/spieler/246968","Second Striker","Pérez",1993
"Azor Matusiwa",1998-04-28,"https://www.transfermarkt.com/azor-matusiwa/profil/spieler/315145","Defensive Midfield","Matusiwa",1998
"Azzedine Ounahi",2000-04-19,"https://www.transfermarkt.com/azzedine-ounahi/profil/spieler/593482","Central Midfield","Ounahi",2000
"Badredine Bouanani",2004-12-08,"https://www.transfermarkt.com/badredine-bouanani/profil/spieler/707242","Right Winger","Bouanani",2004
"Bafodé Diakité",2001-01-06,"https://www.transfermarkt.com/bafode-diakite/profil/spieler/463605","Right-Back","Diakité",2001
"Baïla Diallo",2001-06-24,"https://www.transfermarkt.com/baila-diallo/profil/spieler/857482","Left-Back","Diallo",2001
"Bamba Dieng",2000-03-23,"https://www.transfermarkt.com/bamba-dieng/profil/spieler/822458","Centre-Forward","Dieng",2000
"Bamo Meïté",2001-12-03,"https://www.transfermarkt.com/bamo-meite/profil/spieler/807165","Centre-Back","Meïté",2001
"Baptiste Santamaria",1995-03-09,"https://www.transfermarkt.com/baptiste-santamaria/profil/spieler/285323","Defensive Midfield","Santamaria",1995
"Bartlomiej Dragowski",1997-08-19,"https://www.transfermarkt.com/bartlomiej-dragowski/profil/spieler/208166","Goalkeeper","Dragowski",1997
"Bartol Franjic",2000-01-14,"https://www.transfermarkt.com/bartol-franjic/profil/spieler/370998","Defensive Midfield","Franjic",2000
"Bartosz Bereszynski",1992-07-12,"https://www.transfermarkt.com/bartosz-bereszynski/profil/spieler/144143","Right-Back","Bereszynski",1992
"Bartug Elmaz",2003-02-19,"https://www.transfermarkt.com/bartug-elmaz/profil/spieler/655895","Defensive Midfield","Elmaz",2003
"Batista Mendy",2000-01-12,"https://www.transfermarkt.com/batista-mendy/profil/spieler/395234","Defensive Midfield","Mendy",2000
"Ben Chilwell",1996-12-21,"https://www.transfermarkt.com/ben-chilwell/profil/spieler/316125","Left-Back","Chilwell",1996
"Ben Davies",1993-04-24,"https://www.transfermarkt.com/ben-davies/profil/spieler/192765","Left-Back","Davies",1993
"Ben Godfrey",1998-01-15,"https://www.transfermarkt.com/ben-godfrey/profil/spieler/343475","Centre-Back","Godfrey",1998
"Ben Johnson",2000-01-24,"https://www.transfermarkt.com/ben-johnson/profil/spieler/468002","Right-Back","Johnson",2000
"Ben Mee",1989-09-21,"https://www.transfermarkt.com/ben-mee/profil/spieler/74810","Centre-Back","Mee",1989
"Ben White",1997-10-08,"https://www.transfermarkt.com/ben-white/profil/spieler/335721","Right-Back","White",1997
"Beñat Turrientes",2002-01-31,"https://www.transfermarkt.com/benat-turrientes/profil/spieler/634431","Central Midfield","Turrientes",2002
"Béni Makouana",2002-09-28,"https://www.transfermarkt.com/beni-makouana/profil/spieler/624920","Left Winger","Makouana",2002
"Benjamin André",1990-08-03,"https://www.transfermarkt.com/benjamin-andre/profil/spieler/84301","Defensive Midfield","André",1990
"Benjamin Bourigeaud",1994-01-14,"https://www.transfermarkt.com/benjamin-bourigeaud/profil/spieler/266359","Right Midfield","Bourigeaud",1994
"Benjamin Henrichs",1997-02-23,"https://www.transfermarkt.com/benjamin-henrichs/profil/spieler/202591","Right-Back","Henrichs",1997
"Benjamin Lecomte",1991-04-26,"https://www.transfermarkt.com/benjamin-lecomte/profil/spieler/127181","Goalkeeper","Lecomte",1991
"Benjamin Leneis",1999-03-08,"https://www.transfermarkt.com/benjamin-leneis/profil/spieler/381250","Goalkeeper","Leneis",1999
"Benjamin Leroy",1989-04-07,"https://www.transfermarkt.com/benjamin-leroy/profil/spieler/124901","Goalkeeper","Leroy",1989
"Benjamin Mendy",1994-07-17,"https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","Left-Back","Mendy",1994
"Benjamin Pavard",1996-03-28,"https://www.transfermarkt.com/benjamin-pavard/profil/spieler/353366","Right-Back","Pavard",1996
"Benjamin Tahirovic",2003-03-03,"https://www.transfermarkt.com/benjamin-tahirovic/profil/spieler/787907","Central Midfield","Tahirovic",2003
"Benjamin Uphoff",1993-08-08,"https://www.transfermarkt.com/benjamin-uphoff/profil/spieler/120296","Goalkeeper","Uphoff",1993
"Benno Schmitz",1994-11-17,"https://www.transfermarkt.com/benno-schmitz/profil/spieler/160968","Right-Back","Schmitz",1994
"Benoît Badiashile",2001-03-26,"https://www.transfermarkt.com/benoit-badiashile/profil/spieler/463603","Centre-Back","Badiashile",2001
"Benoît Costil",1987-07-03,"https://www.transfermarkt.com/benoit-costil/profil/spieler/22628","Goalkeeper","Costil",1987
"Berat Djimsiti",1993-02-19,"https://www.transfermarkt.com/berat-djimsiti/profil/spieler/165513","Centre-Back","Djimsiti",1993
"Bernardo Espinosa",1989-07-11,"https://www.transfermarkt.com/bernardo-espinosa/profil/spieler/64598","Centre-Back","Espinosa",1989
"Bernardo Silva",1994-08-10,"https://www.transfermarkt.com/bernardo-silva/profil/spieler/241641","Attacking Midfield","Silva",1994
"Bernd Leno",1992-03-04,"https://www.transfermarkt.com/bernd-leno/profil/spieler/72476","Goalkeeper","Leno",1992
"Bertrand Traoré",1995-09-06,"https://www.transfermarkt.com/bertrand-traore/profil/spieler/131996","Right Winger","Traoré",1995
"Beto",1998-01-31,"https://www.transfermarkt.com/beto/profil/spieler/595809","Centre-Forward","Beto",1998
"Billal Brahimi",2000-03-14,"https://www.transfermarkt.com/billal-brahimi/profil/spieler/543051","Left Winger","Brahimi",2000
"Billy Gilmour",2001-06-11,"https://www.transfermarkt.com/billy-gilmour/profil/spieler/423744","Central Midfield","Gilmour",2001
"Bingourou Kamara",1996-10-21,"https://www.transfermarkt.com/bingourou-kamara/profil/spieler/333175","Goalkeeper","Kamara",1996
"Birama Touré",1992-06-06,"https://www.transfermarkt.com/birama-toure/profil/spieler/229853","Defensive Midfield","Touré",1992
"Birger Meling",1994-12-17,"https://www.transfermarkt.com/birger-meling/profil/spieler/282250","Left-Back","Meling",1994
"Bobby De Cordova-Reid",1993-02-02,"https://www.transfermarkt.com/bobby-de-cordova-reid/profil/spieler/186186","Attacking Midfield","Cordova-Reid",1993
"Bonke Innocent",1996-01-20,"https://www.transfermarkt.com/bonke-innocent/profil/spieler/333383","Defensive Midfield","Innocent",1996
"Bono",1991-04-05,"https://www.transfermarkt.com/bono/profil/spieler/207834","Goalkeeper","Bono",1991
"Borja García",1990-11-02,"https://www.transfermarkt.com/borja-garcia/profil/spieler/67808","Attacking Midfield","García",1990
"Borja Iglesias",1993-01-17,"https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359","Centre-Forward","Iglesias",1993
"Borja Mayoral",1997-04-05,"https://www.transfermarkt.com/borja-mayoral/profil/spieler/298976","Centre-Forward","Mayoral",1997
"Borna Sosa",1998-01-21,"https://www.transfermarkt.com/borna-sosa/profil/spieler/293194","Left-Back","Sosa",1998
"Boubacar Kamara",1999-11-23,"https://www.transfermarkt.com/boubacar-kamara/profil/spieler/394327","Defensive Midfield","Kamara",1999
"Boubacar Traoré",2001-08-20,"https://www.transfermarkt.com/boubacar-traore/profil/spieler/649020","Defensive Midfield","Traoré",2001
"Boubakary Soumaré",1999-02-27,"https://www.transfermarkt.com/boubakary-soumare/profil/spieler/344605","Defensive Midfield","Soumaré",1999
"Boulaye Dia",1996-11-16,"https://www.transfermarkt.com/boulaye-dia/profil/spieler/626913","Centre-Forward","Dia",1996
"Bouna Sarr",1992-01-31,"https://www.transfermarkt.com/bouna-sarr/profil/spieler/190685","Right-Back","Sarr",1992
"Bradley Barcola",2002-09-02,"https://www.transfermarkt.com/bradley-barcola/profil/spieler/708265","Centre-Forward","Barcola",2002
"Bradley Locko",2002-05-06,"https://www.transfermarkt.com/bradley-locko/profil/spieler/805908","Left-Back","Locko",2002
"Brahim Díaz",1999-08-03,"https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678","Attacking Midfield","Díaz",1999
"Brais Méndez",1997-01-07,"https://www.transfermarkt.com/brais-mendez/profil/spieler/309110","Attacking Midfield","Méndez",1997
"Brajan Gruda",2004-05-31,"https://www.transfermarkt.com/brajan-gruda/profil/spieler/700106","Right Winger","Gruda",2004
"Bram Nuytinck",1990-05-04,"https://www.transfermarkt.com/bram-nuytinck/profil/spieler/104597","Centre-Back","Nuytinck",1990
"Branco van den Boomen",1995-07-21,"https://www.transfermarkt.com/branco-van-den-boomen/profil/spieler/203938","Central Midfield","Boomen",1995
"Brandon Austin",1999-01-08,"https://www.transfermarkt.com/brandon-austin/profil/spieler/428016","Goalkeeper","Austin",1999
"Brandon Soppy",2002-02-21,"https://www.transfermarkt.com/brandon-soppy/profil/spieler/546880","Right-Back","Soppy",2002
"Brandon Williams",2000-09-03,"https://www.transfermarkt.com/brandon-williams/profil/spieler/507700","Left-Back","Williams",2000
"Brecht Dejaegere",1991-05-29,"https://www.transfermarkt.com/brecht-dejaegere/profil/spieler/159098","Central Midfield","Dejaegere",1991
"Breel Embolo",1997-02-14,"https://www.transfermarkt.com/breel-embolo/profil/spieler/237662","Centre-Forward","Embolo",1997
